ID,Length,Width,Depth,Conc_Strength,Damage_Type,Damage_Severity,Freq_Mode_1,Freq_Mode_2
0,4.6370434065857395,0.4426561121560248,0.5323569003466815,39.45252193309118,none,0.0,89.25710171966286,246.04415228657172
1,4.93484303775352,0.30490243776483633,0.5963731433830016,48.37678279745603,none,0.0,92.90394566423726,256.0969616484021
2,7.633119810612207,0.20795496140621045,0.46893820032929456,33.1756102917596,none,0.0,27.78559538838494,76.59315764492494
3,6.195593558133199,0.48621772383867295,0.5769260976335288,31.923106343985125,none,0.0,51.39065525069466,141.6623435291375
4,6.932409025354974,0.40899361827438957,0.7013620614713346,38.53640279667398,none,0.0,52.30524350356061,144.18347728059834
5,4.900403187099858,0.348464547403187,0.5868382169959341,28.125890657322316,none,0.0,80.95335564421073,223.15422952917814
6,4.665369360838211,0.4758805361292148,0.6260888798327121,39.024634968618436,none,0.0,103.4194347797695,285.0837263281673
7,3.2730761841798874,0.4395316951046757,0.6608758729740154,25.74193741889638,none,0.0,199.88099355583745,550.9875255682113
8,7.2794569577364365,0.37356295402939654,0.6794217406981207,32.390087738674296,none,0.0,43.99952913496162,121.2881287752564
9,7.341450130824441,0.45865242950737745,0.4614621817751582,38.36941821671098,none,0.0,30.652947088540635,84.4972359195256
10,5.2226047468018795,0.3085167321803942,0.6463832891496664,27.855730277988485,none,0.0,78.31554275048897,215.8828928573426
11,3.1869462336643415,0.4518195235642503,0.6304354202701616,30.430930599133916,none,0.0,209.7120876612418,578.087702174313
12,6.7005291741600415,0.42698602475163905,0.3794666819662541,30.808271981085408,none,0.0,28.643481454076625,78.95798740321607
13,6.915355126037497,0.23403351491434082,0.35771580577022893,31.38516059140815,none,0.0,25.4679370015512,70.20435180499976
14,5.514235140374103,0.4696431258804047,0.5006433671669788,31.799045582720534,none,0.0,56.24254286839989,155.03694962090913
15,6.265552661730349,0.43435289037938574,0.5644057939822531,39.72695834285487,none,0.0,51.92153770742423,143.12576237923128
16,7.280608802799999,0.4844446420599342,0.6849067988065425,44.272467082516144,none,0.0,47.943864624876,132.16099673322134
17,7.42328197027572,0.26325632826107676,0.6921309025545301,27.15492892796896,none,0.0,41.244117568697234,113.69262219499717
18,7.783577661544553,0.4772766060514135,0.35082361620971847,47.58932180089982,none,0.0,21.87818028592587,60.308907847997624
19,5.5611773437370555,0.42793380834852734,0.6814071613079431,42.07680084825745,none,0.0,80.7211620099604,222.5141696987383
20,5.803892810766121,0.43375936131385595,0.3531976632692223,42.51527522566744,none,0.0,38.5140178416973,106.16688967854128
21,3.2216288132114435,0.30279099521392244,0.5713796067749006,41.646151023081245,none,0.0,201.173593966973,554.5506793096334
22,3.571397880368277,0.22504989552248966,0.7083079479828811,36.402530663541015,none,0.0,196.2149342253479,540.8817475450808
23,5.260923072874043,0.25506189787739036,0.4896164146518087,46.91141431172401,none,0.0,66.5970851397566,183.58005181080668
24,4.159396978982411,0.2659912350080684,0.66281366568298,43.90865085279542,none,0.0,141.86385468181143,391.058763878338
25,4.6518190321821535,0.45013002928661894,0.3697890216730901,46.5502568635221,none,0.0,64.20848675285193,176.9956943314214
26,4.987035415160057,0.2538283109810841,0.4612584397496427,42.92273132031796,none,0.0,68.28648863697576,188.2370241235981
27,3.2781726817297443,0.35120973976034564,0.41192403728502774,47.53164697196004,none,0.0,144.77804920038264,399.09196803418274
28,7.186156738959749,0.4096420780431058,0.7216372045361767,25.442861547632564,none,0.0,45.146132955808056,124.44883149841752
29,5.277069134116942,0.4943280537044049,0.37876131782670414,40.14477242632748,none,0.0,49.248252446251264,135.75664335485888
30,4.777359836718478,0.41613501533984454,0.44615259261314333,34.20486827164858,none,0.0,68.00377415920683,187.45769964271233
31,6.248263976376897,0.31065060091807556,0.6994450231312779,42.390462298426115,none,0.0,65.75903129702837,181.26989113002486
32,7.93149432838713,0.20484123554278225,0.3133049011719105,32.88395733234686,none,0.0,17.155630935437244,47.29083276574239
33,4.220698231433833,0.3016653130195465,0.4727348474180864,44.041476634408085,none,0.0,98.33723741129157,271.07425348954916
34,5.356735734644598,0.2945517696563057,0.4473695441287916,35.765977250000645,none,0.0,54.84499719081849,151.1845061241129
35,6.359188902781937,0.21295092930056456,0.5070103622575042,33.520235599563534,none,0.0,43.39539761021384,119.62279317634004
36,6.809210850998238,0.3303733024336908,0.7264447385004429,36.987327729979405,none,0.0,55.58092617299791,153.21315167704378
37,5.219268480899492,0.21639783879201197,0.4921956180126343,37.000865326901334,none,0.0,64.10249902943228,176.70353091822076
38,5.733099584851669,0.2997445963856461,0.3713152373764774,44.961064665891335,none,0.0,42.08007157950664,115.99699452972911
39,7.167864610360269,0.3435340577365308,0.7567121675642855,31.54359460423402,none,0.0,50.2091013928298,138.40529830906942
40,6.593153765090074,0.48560839881548623,0.4551282976681842,25.058021562031865,none,0.0,33.69672141581344,92.88763690590655
